display_id,ad_id,clicked
111,237443,0
112,14120,0
112,115739,0
112,156459,0
112,243265,0
112,250082,0
112,289203,0
112,293395,0
112,308384,1
113,80485,0
113,93320,0
113,145293,0
113,173400,0
113,267702,0
113,331398,1
114,97634,1
114,211049,0
115,97217,0
115,141315,0
115,153180,0
115,198400,1
115,233424,0
115,303271,0
116,53300,0
116,56754,0
116,180923,0
116,288377,0
116,292543,0
116,332908,1
117,38813,0
117,86683,0
117,144739,1
117,173006,0
117,180923,0
117,288391,0
118,104208,0
118,228959,1
119,75240,0
119,95103,0
119,105490,0
119,107571,0
119,149541,1
119,167552,0
120,116987,1
120,153192,0
121,154254,0
121,173607,0
121,179739,1
121,308733,0
122,29030,1
122,61873,0
122,170777,0
122,309862,0
123,86683,0
123,151824,1
123,176615,0
123,250785,0
123,324193,0
123,328479,0
124,6087,0
124,15573,0
124,40199,0
124,61803,0
124,70879,0
124,155236,1
124,191651,0
124,266612,0
125,199935,1
125,272429,0
125,304154,0
126,167350,1
126,180800,0
126,234445,0
126,324999,0
127,39675,0
127,86683,0
127,88482,0
127,129490,0
127,139059,1
127,228959,0
128,55518,0
128,61159,0
128,66758,0
128,172435,0
128,180923,0
128,192150,0
128,234445,0
128,267699,0
128,283519,1
129,48187,0
129,71542,0
129,78098,0
129,93805,1
129,145558,0
129,187797,0
130,21432,0
130,34909,0
130,59486,1
130,138353,0
130,139682,0
130,158933,0
130,173006,0
130,187296,0
130,279899,0
131,74314,0
131,103790,0
131,126392,0
131,133050,0
131,137758,0
131,195380,1
132,125384,0
132,152193,1
132,159286,0
132,170006,0
133,54471,1
133,93320,0
133,96294,0
133,156854,0
133,176834,0
133,281447,0
134,57788,0
134,138609,0
134,153427,0
134,159405,1
134,267712,0
134,279330,0
134,280341,0
134,324308,0
134,328479,0
135,14120,1
135,167387,0
136,55518,0
136,61159,0
136,117753,1
136,150813,0
136,274577,0
137,131428,0
137,145798,0
137,153484,0
137,171046,0
137,173130,0
137,210516,1
138,42119,0
138,153260,0
138,171480,0
138,173340,0
138,195273,1
138,330477,0
139,33319,0
139,44927,0
139,151028,0
139,161142,1
140,66830,0
140,94484,0
140,112851,0
140,139946,0
140,211014,0
140,243265,1
140,250079,0
140,294293,0
141,111054,0
141,147993,0
141,173387,1
141,198149,0
142,14400,0
142,39898,0
142,82338,1
142,113788,0
143,43845,0
143,68743,0
143,87107,0
143,110451,0
143,116261,1
143,134981,0
143,182327,0
143,280207,0
144,183436,0
144,211301,0
144,235104,0
144,242785,0
144,276767,1
145,39008,0
145,120981,0
145,144392,1
145,162857,0
146,66275,0
146,130875,0
146,141328,0
146,156783,0
146,171151,1
146,306928,0
147,111059,1
147,187797,0
147,269004,0
147,303523,0
148,89351,1
148,152140,0
148,152656,0
148,326768,0
149,93283,0
149,146404,0
149,147704,0
149,304154,1
150,35808,0
150,95516,0
150,141317,0
150,143188,0
150,231117,1
150,288075,0
151,26888,0
151,88711,0
151,88736,0
151,143467,0
151,144739,0
151,178264,1
151,180675,0
152,42006,0
152,68289,1
152,269017,0
152,288068,0
153,21508,0
153,116261,0
153,137758,1
153,155385,0
154,31654,0
154,81182,0
154,156824,0
154,161365,1
154,163746,0
154,180923,0
154,211592,0
154,329249,0
155,88736,0
155,140940,0
155,168411,1
155,202314,0
155,274741,0
155,277531,0
156,58513,0
156,97177,1
156,129369,0
156,151028,0
156,176524,0
156,196687,0
157,20801,1
157,40471,0
157,62248,0
157,153420,0
157,175591,0
157,305650,0
158,48185,0
158,137247,1
158,193650,0
158,202991,0
158,234886,0
158,237260,0
159,31905,0
159,92759,0
159,137287,0
159,211049,0
159,241057,1
160,86683,1
160,127712,0
160,140940,0
160,147707,0
160,265944,0
160,308734,0
161,12650,0
161,68289,0
161,145936,1
161,152656,0
162,122388,1
162,132780,0
162,163668,0
162,304154,0
163,132019,1
163,194652,0
163,235370,0
163,284367,0
163,284506,0
163,303990,0
164,120162,1
164,153784,0
165,88954,1
165,140423,0
165,177111,0
165,215848,0
165,236531,0
166,89726,0
166,141436,0
166,158271,1
166,198129,0
166,269017,0
167,66758,0
167,132857,1
167,153427,0
167,155250,0
167,211592,0
167,328479,0
168,7433,0
168,153784,1
169,59607,1
169,75340,0
169,159399,0
169,188890,0
170,29126,1
170,84253,0
170,125375,0
170,133753,0
170,187287,0
170,202982,0
171,30797,0
171,99515,1
171,104597,0
171,117009,0
171,149756,0
171,164674,0
172,129490,0
172,142690,0
172,159784,0
172,171946,0
172,223937,0
172,228959,1
173,84937,0
173,173384,0
173,173403,0
173,187797,0
173,198119,0
173,198151,0
173,202812,1
173,254929,0
174,66930,1
174,188060,0
174,213690,0
174,303990,0
175,109537,0
175,129596,0
175,131428,0
175,150560,0
175,173110,0
175,173130,0
175,178918,1
175,244564,0
176,53300,1
176,288396,0
176,315462,0
177,28629,0
177,29817,0
177,38763,0
177,50302,0
177,179727,1
178,198120,0
178,201091,1
178,202857,0
178,233911,0
179,85232,0
179,130608,0
179,148523,0
179,156431,0
179,157231,1
179,186390,0
179,204178,0
179,269035,0
179,333631,0
179,335632,0
180,93324,0
180,120743,0
180,122279,0
180,173384,1
181,50302,0
181,142690,0
181,173005,0
181,221813,1
181,285724,0
181,289114,0
182,54153,0
182,108549,1
183,45192,1
183,54153,0
183,163843,0
183,173005,0
183,285834,0
183,290329,0
184,103715,0
184,153674,0
184,189475,0
184,214227,0
184,326074,1
185,3699,0
185,61941,0
185,139024,1
185,213828,0
186,44573,1
186,73795,0
186,125207,0
186,147706,0
187,85396,0
187,86683,0
187,145930,0
187,154575,0
187,199237,0
187,252432,0
187,281464,0
187,310776,0
187,324308,1
188,49657,0
188,75253,0
188,85396,0
188,86683,0
188,89422,0
188,133549,0
188,222029,1
188,288399,0
188,316019,0
189,10344,1
189,61159,0
189,67304,0
189,134481,0
189,150057,0
189,150083,0
189,153169,0
189,180923,0
189,273567,0
190,85397,0
190,87548,0
190,93924,0
190,171480,0
190,195273,0
190,226600,1
190,233527,0
190,276187,0
190,330477,0
191,17904,0
191,19817,0
191,40572,0
191,87107,0
191,134063,0
191,146578,0
191,153193,0
191,222348,0
191,252928,1
192,67350,0
192,129491,1
192,137126,0
192,227142,0
193,38770,0
193,53297,0
193,88761,1
193,227442,0
193,288363,0
193,329246,0
194,42328,0
194,132857,0
194,158908,0
194,173006,1
194,179791,0
194,235104,0
195,151689,0
195,165380,0
195,211014,0
195,225321,0
195,250080,0
195,294293,0
195,308395,0
195,309361,1
196,135222,0
196,140942,1
196,180923,0
196,255585,0
196,255778,0
196,312437,0
197,65119,0
197,70943,0
197,78098,1
197,128496,0
197,187797,0
197,300898,0
198,11430,0
198,149174,0
198,175301,0
198,194292,0
198,251656,0
198,270236,0
198,307210,1
198,334089,0
199,99277,0
199,140497,1
199,151226,0
199,155189,0
199,209943,0
199,269004,0
200,257326,1
200,281284,0
200,292370,0
200,296112,0
200,303522,0
200,328486,0
201,45198,0
201,50860,0
201,88733,1
201,120216,0
201,133676,0
201,144927,0
201,162372,0
201,285724,0
201,288342,0
202,21256,1
202,25344,0
202,111771,0
202,119226,0
203,41760,1
203,162994,0
203,198139,0
203,225450,0
204,173407,1
204,198149,0
204,212144,0
204,225450,0
205,272678,0
205,273567,1
205,288365,0
206,95776,0
206,154256,0
206,204124,0
206,281048,1
206,331398,0
207,252058,0
207,281601,1
208,138517,0
208,183525,0
208,226601,1
208,276187,0
209,61866,1
209,66615,0
209,141289,0
209,144741,0
210,11939,0
210,70153,1
210,129366,0
210,154251,0
211,149541,1
211,156508,0
211,229485,0
211,278865,0
212,95964,0
212,103754,0
212,175263,1
212,175274,0
212,216301,0
212,216338,0
213,63000,0
213,125383,1
214,33628,1
214,52856,0
214,54473,0
214,60210,0
214,101181,0
214,125960,0
214,132605,0
214,159045,0
214,251970,0
215,15864,0
215,81742,1
215,133684,0
215,139680,0
215,187290,0
215,232281,0
215,288356,0
215,314335,0
215,332581,0
216,38762,0
216,54132,1
216,116124,0
216,143467,0
216,150083,0
216,167552,0
217,29281,1
217,31367,0
217,50861,0
217,68289,0
217,79647,0
217,86835,0
217,114368,0
217,238037,0
218,51386,0
218,57791,0
218,70657,0
218,138609,0
218,150083,0
218,159405,1
218,167205,0
218,242692,0
219,66201,0
219,97333,0
219,221249,1
219,302171,0
220,38813,0
220,54978,0
220,75241,0
220,171667,1
220,211445,0
220,235104,0
221,50302,0
221,121897,1
221,328479,0
222,12748,0
222,50452,1
222,93699,0
222,285834,0
223,170004,0
223,198022,0
223,288396,1
223,289908,0
224,78007,0
224,111055,0
224,153844,0
224,229120,1
225,86683,0
225,162754,0
225,175234,0
225,175785,1
225,233527,0
225,240837,0
226,173005,0
226,289122,1
227,22414,0
227,149541,0
227,151028,1
227,288396,0
228,44953,0
228,80378,0
228,115978,1
228,166809,0
228,213685,0
228,281464,0
229,10344,1
229,50854,0
229,78939,0
229,143294,0
229,150817,0
229,221695,0
229,328479,0
229,329944,0
229,330354,0
230,33142,0
230,39898,0
230,98283,1
230,304154,0
231,89364,1
231,89719,0
231,89721,0
231,101770,0
231,146269,0
231,164235,0
232,59304,1
232,75342,0
232,144123,0
232,201649,0
233,6224,0
233,28793,0
233,75959,0
233,120990,1
233,171970,0
233,201509,0
233,202880,0
233,285721,0
233,289909,0
234,132936,1
234,270297,0
234,329944,0
235,36080,1
235,66830,0
235,81644,0
235,124586,0
236,92759,0
236,129491,0
236,137264,0
236,139936,1
236,215848,0
237,94860,1
237,225444,0
238,98204,0
238,158482,0
238,164298,0
238,169348,1
239,89295,1
239,152193,0
239,202812,0
239,220703,0
240,144741,1
240,149539,0
240,276187,0
240,328479,0
241,54043,0
241,83656,0
241,86683,0
241,95103,0
241,180720,0
241,182356,0
241,187296,0
241,285723,0
241,332592,1
242,67350,0
242,123847,0
242,129335,1
243,18049,0
243,54979,0
243,110665,0
243,133677,0
243,164376,0
243,167157,0
243,187287,0
243,288356,0
243,308610,1
244,173403,0
244,225438,0
244,228800,1
244,278453,0
245,55137,0
245,94854,1
245,215846,0
246,5124,0
246,31655,0
246,135958,0
246,172432,0
246,180923,0
246,195273,1
246,235104,0
247,89295,1
247,130833,0
247,136785,0
247,171530,0
247,215848,0
248,10140,1
248,10621,0
248,37806,0
248,135984,0
249,91196,0
249,208685,0
249,222067,0
249,289116,1
250,19959,0
250,131545,0
250,139670,1
250,145743,0
250,202314,0
250,265815,0
251,34909,0
251,41136,0
251,96832,0
251,121897,0
251,135016,0
251,141022,1
251,187295,0
251,228959,0
251,320894,0
252,51063,1
252,81642,0
252,87115,0
252,145154,0
253,87548,0
253,158959,0
253,171480,0
253,171667,0
253,195273,1
253,195386,0
253,233527,0
253,276173,0
253,329944,0
254,174547,0
254,310872,1
255,7432,0
255,142608,0
255,152194,1
255,278453,0
256,35050,0
256,279460,0
256,323012,0
256,330052,1
257,137127,1
257,199933,0
257,245072,0
257,267705,0
257,335632,0
257,347830,0
258,47451,0
258,324193,1
259,104707,0
259,154113,0
259,206927,1
259,285976,0
260,133751,0
260,180797,0
260,270286,1
260,288388,0
261,144739,1
261,150656,0
261,156508,0
261,176846,0
261,182776,0
261,196686,0
262,14120,1
262,70113,0
262,81554,0
262,262638,0
263,43260,0
263,51908,0
263,93321,1
263,202812,0
264,48185,0
264,85835,1
264,211047,0
264,272426,0
265,5760,0
265,22111,1
265,95558,0
265,174547,0
265,215848,0
265,293397,0
266,93320,0
266,122279,0
266,137149,1
266,267702,0
267,139670,1
267,270234,0
268,80481,0
268,85835,1
268,326569,0
269,73064,0
269,86683,1
269,153427,0
269,228959,0
269,237488,0
269,288385,0
270,171926,1
270,235441,0
271,68782,0
271,215848,1
272,92759,0
272,120172,1
272,133706,0
272,161995,0
272,215848,0
273,112851,1
273,138198,0
273,141435,0
273,176585,0
273,225321,0
273,250080,0
273,250319,0
273,266943,0
274,84256,0
274,151670,0
274,160722,0
274,171992,0
274,189992,1
274,191675,0
274,281907,0
274,324193,0
275,3847,0
275,141289,0
275,160476,0
275,178918,0
275,215831,0
275,305696,1
276,105658,0
276,107443,0
276,150341,0
276,154051,0
276,192854,0
276,197384,0
276,212877,0
276,284510,1
277,158345,0
277,221669,0
277,259210,1
277,288076,0
278,29035,0
278,65085,0
278,129491,0
278,139947,1
278,163614,0
278,303990,0
279,59592,0
279,73003,0
279,145959,1
279,228772,0
279,235104,0
280,50222,1
280,116122,0
280,153168,0
280,179013,0
280,180923,0
280,292370,0
281,116176,0
281,198135,0
281,211992,1
281,269017,0
282,68782,0
282,71156,0
282,95724,0
282,136785,1
282,170916,0
283,59598,0
283,88842,0
283,116261,0
283,180720,0
283,211303,0
283,299845,1
284,59984,0
284,99016,0
284,153398,1
284,161140,0
284,162982,0
284,163111,0
284,163131,0
284,173340,0
285,25025,1
285,68743,0
285,87107,0
285,163624,0
285,164383,0
285,185710,0
286,116154,0
286,252622,1
287,54606,0
287,84181,0
287,124583,0
287,136458,1
288,104208,0
288,281347,1
288,288396,0
289,92191,0
289,94017,0
289,129600,0
289,141532,1
289,156669,0
289,169744,0
289,191675,0
289,255506,0
290,18049,0
290,38676,0
290,144739,1
290,168375,0
290,171309,0
290,239982,0
290,263004,0
290,323012,0
290,328479,0
291,26446,0
291,145762,0
291,228795,1
291,328479,0
292,18187,0
292,48185,0
292,80482,1
292,143302,0
292,173108,0
292,187797,0
293,74442,0
293,154039,0
293,177052,0
293,225250,1
294,84141,0
294,86281,0
294,141318,0
294,233879,0
294,288068,1
294,331398,0
295,38734,0
295,198163,0
295,202849,0
295,212163,0
295,293509,1
296,59607,0
296,89726,1
296,128498,0
296,225438,0
297,13090,0
297,29817,0
297,61159,0
297,144739,0
297,150076,0
297,304579,1
298,208383,0
298,278453,1
299,26349,0
299,43698,1
299,81656,0
299,141481,0
299,163630,0
299,216308,0
300,140532,1
300,144698,0
300,181923,0
300,231159,0
301,39898,0
301,50861,1
301,170876,0
301,225654,0
302,140532,0
302,163139,0
302,188574,1
302,205354,0
303,44460,1
303,85180,0
303,237858,0
304,55988,0
304,171480,1
304,180720,0
305,42006,0
305,80485,0
305,173108,0
305,174547,0
305,215971,1
305,335632,0
306,17904,1
306,101251,0
306,109311,0
306,150560,0
306,151805,0
306,154967,0
306,196686,0
306,250379,0
306,305653,0
307,106380,1
307,139794,0
307,242692,0
307,292370,0
307,303528,0
308,54151,0
308,55518,0
308,85397,1
308,88710,0
308,228959,0
308,288377,0
309,83658,0
309,95103,0
309,145973,0
309,150083,0
309,155232,0
309,172888,1
309,173388,0
309,179727,0
309,180879,0
310,44079,1
310,169925,0
310,228959,0
310,289367,0
310,298419,0
311,20830,0
311,57252,0
311,138353,1
311,158908,0
311,173005,0
311,304147,0
312,44460,0
312,50579,0
312,114368,1
312,303271,0
313,51842,1
313,98204,0
313,122736,0
313,326613,0
313,326768,0
314,173560,1
314,215848,0
315,9892,0
315,117199,1
315,156459,0
315,304154,0
316,45128,0
316,132780,0
316,223937,1
316,250963,0
317,107055,1
317,278776,0
317,328479,0
317,329944,0
318,25289,0
318,78011,0
318,83747,0
318,105769,0
318,184170,0
318,187279,0
318,196706,0
318,285722,0
318,289104,1
319,28274,0
319,131544,0
319,282702,1
319,332908,0
320,34015,0
320,40572,0
320,50640,0
320,105610,0
320,122979,1
320,305720,0
321,125356,1
321,132780,0
321,137127,0
321,294430,0
322,19833,1
322,20922,0
322,149541,0
322,149930,0
322,211425,0
322,288377,0
323,108835,1
323,117307,0
324,44460,0
324,84109,1
324,140555,0
324,230754,0
325,69328,0
325,116148,0
325,141596,0
325,229120,1
325,279732,0
325,326611,0
326,22420,0
326,59464,1
326,68740,0
326,87107,0
326,98328,0
326,138832,0
326,141471,0
326,145030,0
326,238430,0
327,153193,0
327,156758,1
327,202812,0
327,268548,0
328,57791,0
328,85397,0
328,188282,1
328,288399,0
328,292600,0
329,84431,1
329,92759,0
329,138286,0
329,146151,0
329,237442,0
330,70957,1
330,185057,0
330,252928,0
330,288401,0
331,129071,1
331,134615,0
331,167987,0
331,219798,0
332,11111,1
332,83253,0
332,99542,0
332,173403,0
333,120162,1
333,153776,0
334,69209,0
334,80482,1
334,87029,0
334,173403,0
335,12422,0
335,15525,0
335,31985,0
335,92366,0
335,159085,1
336,23399,0
336,85396,0
336,92190,0
336,97679,0
336,173006,0
336,307642,1
337,128526,0
337,139682,0
337,160642,0
337,202880,0
337,228669,0
337,231585,0
337,242534,1
337,255565,0
337,256832,0
338,125948,0
338,139936,1
338,173393,0
338,331220,0
339,105766,0
339,116178,1
339,198129,0
339,212000,0
340,68782,0
340,69339,0
340,153204,1
340,155559,0
341,156252,0
341,161041,1
341,184170,0
341,184336,0
341,190062,0
342,285976,1
342,309829,0
342,333637,0
343,87269,0
343,88311,0
343,140532,0
343,163140,0
343,167987,0
343,234107,0
343,303990,1
343,326725,0
344,141749,0
344,170996,0
344,198120,0
344,225440,1
345,12748,0
345,38762,0
345,129490,0
345,137758,1
345,142690,0
345,156270,0
346,139944,0
346,158271,0
346,174547,0
346,212569,1
347,170527,1
347,204099,0
347,250080,0
347,326762,0
348,11678,1
348,45188,0
348,129028,0
348,144739,0
348,179727,0
349,120162,1
349,212635,0
350,150083,0
350,328479,0
350,332908,1
351,93787,1
351,106874,0
351,178597,0
351,331214,0
352,44192,0
352,86683,1
352,209850,0
353,68289,1
353,70861,0
353,114192,0
353,189226,0
353,215848,0
354,14081,0
354,45603,0
354,49901,0
354,55939,0
354,95103,0
354,101761,0
354,193380,1
354,211592,0
355,40572,1
355,114722,0
355,134102,0
355,145144,0
356,30028,0
356,137023,0
356,159664,1
356,202812,0
357,29281,0
357,48185,1
357,80481,0
357,201778,0
357,211049,0
357,294444,0
358,29817,0
358,150560,1
358,151955,0
358,173006,0
358,173388,0
358,232380,0
358,257311,0
358,258648,0
359,12202,0
359,51857,0
359,57591,0
359,154967,0
359,162594,1
359,182328,0
359,187934,0
359,194341,0
360,9469,0
360,11969,0
360,73435,0
360,158217,0
360,158220,0
360,164383,0
360,177182,1
360,177557,0
361,61159,0
361,133684,0
361,144121,1
361,150083,0
361,150862,0
361,180891,0
361,187287,0
361,308610,0
361,331979,0
362,51910,0
362,77848,1
362,129071,0
362,167987,0
363,43127,1
363,54153,0
363,56269,0
363,80642,0
363,144741,0
363,288356,0
364,63889,1
364,159978,0
364,160857,0
364,172955,0
365,31962,1
365,162994,0
365,198149,0
365,225438,0
366,167350,0
366,170392,0
366,193219,0
366,284533,0
366,288388,0
366,310816,1
367,134695,1
367,153427,0
368,141421,0
368,153192,0
368,183785,1
369,22811,0
369,162414,1
369,173403,0
369,198153,0
370,29281,0
370,59605,0
370,99542,0
370,128496,1
370,191024,0
370,269017,0
371,67292,0
371,80033,0
371,250079,0
371,322537,1
372,132913,1
372,141436,0
372,201651,0
372,206927,0
373,59607,0
373,128498,0
373,132780,0
373,200362,1
373,269017,0
373,331398,0
374,37156,1
374,130833,0
374,154113,0
374,170748,0
375,1174,0
375,57878,0
375,125375,0
375,133753,1
375,139563,0
375,288396,0
376,8748,0
376,144121,1
376,149541,0
376,154250,0
377,81656,1
377,103756,0
378,38813,0
378,87548,0
378,195273,1
378,276187,0
379,29817,1
379,31323,0
379,61159,0
380,140554,0
380,186872,1
380,323523,0
381,44334,0
381,120747,0
381,160810,1
381,201649,0
382,8314,0
382,10705,0
382,28347,0
382,69209,0
382,121251,0
382,140874,0
382,154146,0
382,162161,0
382,195763,1
382,258183,0
383,24751,0
383,59740,0
383,81643,0
383,216290,1
383,333874,0
384,120161,0
384,226764,1
384,320822,0
385,95814,0
385,173393,0
385,225457,0
385,228801,1
386,92822,0
386,117194,0
386,220703,1
386,278452,0
387,39898,1
387,141437,0
387,153193,0
387,199932,0
388,16704,1
388,80486,0
388,145293,0
388,211049,0
388,267702,0
388,347830,0
389,18049,0
389,19959,0
389,90136,0
389,133677,0
389,139682,1
389,152252,0
389,180931,0
389,288391,0
389,332908,0
390,80193,0
390,89295,1
390,170009,0
390,170033,0
390,195278,0
390,250319,0
391,43677,1
391,140423,0
391,231158,0
391,290237,0
392,50452,0
392,153427,1
392,186872,0
392,223923,0
392,227600,0
392,282989,0
393,46085,1
393,288396,0
394,5124,1
