document_id,source_id,publisher_id,publish_time
1583138,1,603,2016-06-02 13:00:00
1582863,1,603,2016-06-06 00:00:00
1485396,1,603,2016-05-23 08:00:00
1582803,1,603,2016-06-02 13:00:00
1582509,1,603,2016-06-02 13:00:00
1519134,1,603,2016-05-26 00:00:00
1487175,1,603,2016-05-23 00:00:00
1539856,1,603,2016-05-28 09:00:00
1581724,1,603,2016-06-02 00:00:00
1503768,1,603,2016-05-24 10:00:00
1581203,1,603,2016-06-02 11:00:00
1599917,1,603,2016-06-08 00:00:00
1580898,1,603,2016-06-03 00:00:00
1580604,1,603,2016-06-03 00:00:00
1580595,1,603,2016-06-02 11:00:00
1580448,1,603,2016-06-02 10:00:00
1579929,1,603,2016-06-02 10:00:00
1507172,1,603,2016-06-01 00:00:00
1579602,1,603,2016-06-02 09:00:00
1523844,1,603,2016-05-26 10:00:00
1532636,1,603,2016-05-27 09:00:00
1579400,1,603,2016-05-30 00:00:00
1503863,1,603,2016-05-24 10:00:00
1518341,1,603,2016-06-08 00:00:00
1503867,1,603,2016-05-24 10:00:00
1502560,1,603,2016-05-24 08:00:00
1579053,1,603,2016-06-02 08:00:00
1524045,1,603,2016-05-26 11:00:00
1577166,1,603,2016-06-08 00:00:00
1518171,1,603,2016-05-25 17:00:00
1531136,1,603,2016-05-27 01:00:00
1517758,1,603,2016-05-25 16:00:00
1574267,1,603,2016-06-03 00:00:00
1574230,1,603,2016-06-03 00:00:00
1485765,1,603,2016-05-23 09:00:00
1504236,1,603,2016-05-24 11:00:00
1517263,1,603,2016-05-25 16:00:00
1497626,1,603,2016-06-06 00:00:00
1573143,1,603,2016-06-01 17:00:00
1572944,1,603,2016-06-01 17:00:00
1517112,1,603,2016-06-03 00:00:00
1523718,1,603,2016-05-26 10:00:00
1524128,1,603,2016-05-27 00:00:00
1504471,1,603,2016-05-28 00:00:00
1571782,1,603,2016-06-02 00:00:00
1524130,1,603,2016-05-27 00:00:00
1571477,1,603,2016-06-13 00:00:00
1504544,1,603,2016-05-22 00:00:00
1486812,1,603,2016-05-23 11:00:00
1571051,1,603,2016-06-04 00:00:00
1528959,1,603,2016-05-26 18:00:00
1486741,1,603,2016-05-23 10:00:00
1528213,1,603,2016-05-26 17:00:00
1568410,1,603,2016-06-01 11:00:00
1568348,1,603,2016-06-01 11:00:00
1568191,1,603,2016-06-01 10:00:00
1524132,1,603,2016-05-23 00:00:00
1568141,1,603,2016-06-01 10:00:00
1568111,1,603,2016-06-01 10:00:00
1567931,1,603,2016-06-01 10:00:00
1567828,1,603,2016-06-01 10:00:00
1567190,1,603,2016-06-01 09:00:00
1566817,1,603,2016-06-01 08:00:00
1485675,1,603,2016-05-23 09:00:00
1527674,1,603,2016-05-30 00:00:00
1561260,1,603,2016-06-04 00:00:00
1561123,1,603,2016-06-07 00:00:00
1560874,1,603,2016-05-31 17:00:00
1527671,1,603,2016-05-26 16:00:00
1527559,1,603,2016-05-30 00:00:00
1559455,1,603,2016-06-05 00:00:00
1504837,1,603,2016-05-24 12:00:00
1515284,1,603,2016-06-02 00:00:00
1556807,1,603,2016-06-04 00:00:00
1556699,1,603,2016-06-10 00:00:00
1556323,1,603,2016-05-31 12:00:00
1556319,1,603,2016-05-31 12:00:00
1514330,1,603,2016-05-25 11:00:00
1554868,1,603,2016-06-02 00:00:00
1554729,1,603,2016-05-31 11:00:00
1513950,1,603,2016-05-25 11:00:00
1513942,1,603,2016-05-25 11:00:00
1513897,1,603,2016-05-25 11:00:00
1554443,1,603,2016-05-31 10:00:00
1554398,1,603,2016-05-31 10:00:00
1554370,1,603,2016-05-31 10:00:00
1554368,1,603,2016-05-31 10:00:00
1554275,1,603,2016-05-31 10:00:00
1554167,1,603,2016-05-31 10:00:00
1553986,1,603,2016-05-31 09:00:00
1513287,1,603,2016-05-25 10:00:00
1553659,1,603,2016-05-31 00:00:00
1523539,1,603,2016-05-26 10:00:00
1553518,1,603,2016-05-31 08:00:00
1553276,1,603,2016-06-01 00:00:00
1551762,1,603,2016-06-06 00:00:00
1551413,1,603,2016-06-04 00:00:00
1540240,1,603,2016-05-28 11:00:00
1598730,1,603,2016-06-07 00:00:00
1503088,1,603,2016-05-24 09:00:00
1512917,1,603,2016-05-25 09:00:00
1505222,1,603,2016-05-24 13:00:00
1550574,1,603,2016-06-01 00:00:00
1549832,1,603,2016-06-08 00:00:00
1549758,1,603,2016-06-02 00:00:00
1549379,1,603,2016-05-31 00:00:00
1642432,1,603,2016-06-07 12:00:00
1642296,1,603,2016-06-07 00:00:00
1597963,1,603,2016-05-27 00:00:00
1597808,1,603,2016-06-03 00:00:00
1600966,1,603,2016-06-13 00:00:00
1642204,1,603,2016-06-08 00:00:00
1597774,1,603,2016-06-03 13:00:00
1485454,1,603,2016-05-23 08:00:00
1641739,1,603,2016-06-10 00:00:00
1641363,1,603,2016-06-09 00:00:00
1641197,1,603,2016-06-09 00:00:00
1640485,1,603,2016-06-07 00:00:00
1597563,1,603,2016-06-03 12:00:00
1502898,1,603,2016-05-24 09:00:00
1640479,1,603,2016-06-08 00:00:00
1640460,1,603,2016-06-08 00:00:00
1640233,1,603,2016-06-08 00:00:00
1640212,1,603,2016-06-08 00:00:00
1640207,1,603,2016-06-08 00:00:00
1640206,1,603,2016-06-08 00:00:00
1638358,1,603,2016-06-07 10:00:00
1638089,1,603,2016-06-10 00:00:00
1548576,1,603,2016-05-27 00:00:00
1637946,1,603,2016-06-16 00:00:00
1637428,1,603,2016-06-07 09:00:00
1636827,1,603,2016-06-07 08:00:00
1633839,1,603,2016-06-07 00:00:00
1597552,1,603,2016-06-03 12:00:00
1633729,1,603,2016-06-07 00:00:00
1631765,1,603,2016-06-14 00:00:00
1548112,1,603,2016-05-30 10:00:00
1644323,1,603,2016-06-07 13:00:00
1631456,1,603,2016-06-07 00:00:00
1631066,1,603,2016-06-15 00:00:00
1630907,1,603,2016-06-19 00:00:00
1629229,1,603,2016-06-21 00:00:00
1600942,1,603,2016-06-03 17:00:00
1629029,1,603,2016-06-08 00:00:00
1523256,1,603,2016-05-26 09:00:00
1628911,1,603,2016-06-06 17:00:00
1597326,1,603,2016-06-11 00:00:00
1596725,1,603,2016-06-11 00:00:00
1490308,1,603,2016-05-24 00:00:00
1628660,1,603,2016-06-06 17:00:00
1628395,1,603,2016-06-06 17:00:00
1626607,1,603,2016-06-06 15:00:00
1486204,1,603,2016-05-23 00:00:00
1645092,1,603,2016-06-07 13:00:00
1625658,1,603,2014-10-05 00:00:00
1624876,1,603,2016-06-16 00:00:00
1488551,1,603,2016-05-23 13:00:00
1645513,1,603,2016-05-23 00:00:00
1645770,1,603,2016-06-11 00:00:00
1595816,1,603,2016-06-03 11:00:00
1645817,1,603,2016-06-12 00:00:00
1622171,1,603,2016-06-06 11:00:00
1622115,1,603,2016-06-15 00:00:00
1621863,1,603,2016-06-06 11:00:00
1621829,1,603,2016-06-06 00:00:00
1621429,1,603,2016-06-06 10:00:00
1620835,1,603,2016-06-06 00:00:00
1620779,1,603,2016-06-06 09:00:00
1620668,1,603,2016-06-06 09:00:00
1620075,1,603,2016-06-06 00:00:00
1646314,1,603,2016-06-12 00:00:00
1363132,1,603,2016-05-05 00:00:00
1442636,1,603,2016-05-16 08:00:00
1354121,1,603,2016-04-28 00:00:00
1367173,1,603,2016-05-01 00:00:00
1464725,1,603,2016-05-19 13:00:00
1467389,1,603,2016-05-19 17:00:00
1461672,1,603,2016-05-19 01:00:00
1450128,1,603,2016-05-17 11:00:00
1424375,1,603,2016-05-15 00:00:00
1468312,1,603,2016-06-03 00:00:00
1412014,1,603,2016-05-11 00:00:00
1410546,1,603,2016-05-09 12:00:00
1450079,1,603,2016-05-17 10:00:00
1464523,1,603,2016-05-19 13:00:00
1409461,1,603,2016-06-22 00:00:00
1354197,1,603,2016-04-27 12:00:00
1401571,1,603,2016-05-10 00:00:00
1418182,1,603,2016-05-10 17:00:00
1325916,1,603,2016-04-21 08:00:00
1429131,1,603,2016-05-14 00:00:00
1400073,1,603,2016-05-08 00:00:00
1369741,1,603,2016-04-30 00:00:00
1323257,1,603,2016-04-20 15:00:00
1372022,1,603,2016-04-30 17:00:00
1484547,1,603,2016-05-27 00:00:00
1458116,1,603,2016-05-23 00:00:00
1409430,1,603,2016-05-09 09:00:00
1443432,1,603,2016-05-16 11:00:00
1357774,1,603,2016-05-10 00:00:00
1443377,1,603,2016-05-20 00:00:00
1475755,1,603,2016-06-01 00:00:00
1345647,1,603,2016-04-26 03:00:00
1340710,1,603,2016-04-25 10:00:00
1337416,1,603,2016-04-24 10:00:00
1443336,1,603,2016-05-16 11:00:00
1475785,1,603,2016-05-20 17:00:00
1322283,1,603,2016-04-20 12:00:00
1475790,1,603,2016-05-23 00:00:00
1461496,1,603,2016-05-20 00:00:00
1400070,1,603,2016-05-07 00:00:00
1421738,1,603,2016-05-11 10:00:00
1463687,1,603,2016-05-19 11:00:00
1345702,1,603,2016-04-26 03:00:00
1381446,1,603,2016-05-03 10:00:00
1462623,1,603,2016-05-19 08:00:00
1378743,1,603,2016-05-05 00:00:00
1375992,1,603,2016-05-04 00:00:00
1390353,1,603,2016-05-04 19:00:00
1410310,1,603,2016-05-25 00:00:00
1340321,1,603,2016-04-25 08:00:00
1373451,1,603,2016-05-01 10:00:00
1347294,1,603,2016-04-26 12:00:00
1480052,1,603,2016-05-21 17:00:00
1373421,1,603,2016-05-01 10:00:00
1326772,1,603,2016-04-21 12:00:00
1374063,1,603,2016-05-01 15:00:00
1351306,1,603,2016-04-27 08:00:00
1452083,1,603,2016-05-31 00:00:00
1443206,1,603,2016-05-16 10:00:00
1422024,1,603,2016-05-11 11:00:00
1390236,1,603,2016-05-04 19:00:00
1453517,1,603,2016-05-22 00:00:00
1378812,1,603,2016-05-08 00:00:00
1328171,1,603,2016-04-29 00:00:00
1443201,1,603,2016-05-16 10:00:00
1340694,1,603,2016-04-25 10:00:00
1361284,1,603,2016-04-28 13:00:00
1340254,1,603,2016-04-25 08:00:00
1406659,1,603,2016-05-08 11:00:00
1459290,1,603,2016-05-18 17:00:00
1433727,1,603,2016-05-13 11:00:00
1326638,1,603,2016-04-21 11:00:00
1472272,1,603,2016-05-20 10:00:00
1455099,1,603,2016-05-19 00:00:00
1403478,1,603,2016-05-07 00:00:00
1472732,1,603,2016-05-20 11:00:00
1348746,1,603,2016-04-26 16:00:00
1367164,1,603,2016-04-29 12:00:00
1453404,1,603,2016-05-30 00:00:00
1475900,1,603,2016-05-24 00:00:00
1472326,1,603,2016-05-20 10:00:00
1366060,1,603,2016-04-29 08:00:00
1373360,1,603,2016-05-01 09:00:00
1412198,1,603,2016-05-11 00:00:00
1424485,1,603,2016-05-11 17:00:00
1407297,1,603,2016-05-08 17:00:00
1349065,1,603,2016-04-26 17:00:00
1453352,1,603,2016-05-23 00:00:00
1382543,1,603,2016-05-09 00:00:00
1430314,1,603,2016-05-23 00:00:00
1433597,1,603,2016-05-13 11:00:00
1452929,1,603,2016-05-18 00:00:00
1455198,1,603,2016-05-19 00:00:00
1389155,1,603,2016-05-04 15:00:00
1357491,1,603,2016-05-01 00:00:00
1346182,1,603,2016-04-26 08:00:00
1423446,1,603,2016-05-11 15:00:00
1421797,1,603,2016-05-11 10:00:00
1367954,1,603,2016-04-30 00:00:00
1463453,1,603,2016-05-19 11:00:00
1323061,1,603,2016-04-20 14:00:00
1379373,1,603,2016-05-07 00:00:00
1320514,1,603,2016-04-20 00:00:00
1340651,1,603,2016-04-25 10:00:00
1346605,1,603,2016-04-26 10:00:00
1327374,1,603,2016-04-21 14:00:00
1425866,1,603,2016-05-12 00:00:00
1473360,1,603,2016-05-23 00:00:00
1433350,1,603,2016-05-11 00:00:00
1443067,1,603,2016-06-03 00:00:00
1453185,1,603,2016-05-19 00:00:00
1367955,1,603,2016-04-30 00:00:00
1412232,1,603,2016-06-02 00:00:00
1453199,1,603,2016-05-18 00:00:00
1380917,1,603,2016-05-03 08:00:00
1366536,1,603,2016-04-29 10:00:00
1388881,1,603,2016-05-04 15:00:00
1425612,1,603,2016-05-13 00:00:00
1460694,1,603,2016-06-20 00:00:00
1453262,1,603,2016-05-18 00:00:00
1472697,1,603,2016-05-20 11:00:00
1319133,1,603,2016-04-20 00:00:00
1453272,1,603,2016-05-18 00:00:00
1362660,1,603,2016-05-05 00:00:00
1456455,1,603,2016-05-18 10:00:00
1421824,1,603,2016-05-11 11:00:00
1340675,1,603,2016-04-25 10:00:00
1363634,1,603,2016-04-29 00:00:00
1412296,1,603,2016-05-12 00:00:00
1340682,1,603,2016-04-25 10:00:00
1366000,1,603,2016-04-29 08:00:00
1445786,1,603,2016-05-16 16:00:00
1376058,1,603,2016-05-02 10:00:00
1412337,1,603,2016-05-12 00:00:00
1354549,1,603,2016-04-27 13:00:00
1376060,1,603,2016-05-02 10:00:00
1320828,1,603,2016-04-24 00:00:00
1335699,1,603,2016-05-01 00:00:00
1376061,1,603,2016-05-02 10:00:00
1412352,1,603,2016-05-09 17:00:00
1456507,1,603,2016-05-30 00:00:00
1330914,1,603,2016-04-22 06:00:00
1452503,1,603,2016-05-18 00:00:00
1376098,1,603,2016-05-07 00:00:00
1352575,1,603,2016-04-27 10:00:00
1412448,1,603,2016-05-09 17:00:00
1387390,1,603,2016-05-04 10:00:00
1399841,1,603,2016-05-08 00:00:00
1473396,1,603,2016-05-20 12:00:00
1430282,1,603,2016-05-12 17:00:00
1399820,1,603,2016-05-07 00:00:00
1387821,1,603,2016-05-18 00:00:00
1412498,1,603,2016-05-12 00:00:00
1478576,1,603,2016-05-21 09:00:00
1412500,1,603,2016-05-12 00:00:00
1399807,1,603,2016-05-08 00:00:00
1412509,1,603,2016-05-12 00:00:00
1424371,1,603,2016-05-15 00:00:00
1412538,1,603,2016-05-06 00:00:00
1412571,1,603,2016-05-11 00:00:00
1387866,1,603,2016-05-04 11:00:00
1474172,1,603,2016-05-23 00:00:00
1341440,1,603,2016-04-25 12:00:00
1331088,1,603,2016-04-22 08:00:00
1331093,1,603,2016-04-22 08:00:00
1360950,1,603,2016-04-28 12:00:00
1391902,1,603,2016-05-05 06:00:00
1478539,1,603,2016-05-21 00:00:00
1371130,1,603,2016-04-30 11:00:00
1368127,1,603,2016-04-29 15:00:00
1410250,1,603,2016-05-14 00:00:00
1473099,1,603,2016-05-22 00:00:00
1412792,1,603,2016-05-13 00:00:00
1412798,1,603,2016-05-13 00:00:00
1412804,1,603,2016-05-13 00:00:00
1376224,1,603,2016-05-09 00:00:00
1346844,1,603,2016-05-25 00:00:00
1473259,1,603,2016-05-23 00:00:00
1360839,1,603,2016-04-28 11:00:00
1449199,1,603,2016-05-17 08:00:00
1410990,1,603,2016-05-23 00:00:00
1360827,1,603,2016-04-29 00:00:00
1476438,1,603,2016-05-23 00:00:00
1376257,1,603,2016-05-02 11:00:00
1401790,1,603,2016-05-13 00:00:00
1399713,1,603,2016-05-10 00:00:00
1318302,1,603,2016-04-19 13:00:00
1387910,1,603,2016-05-12 00:00:00
1449690,1,603,2016-05-17 10:00:00
1422457,1,603,2016-05-11 12:00:00
1367238,1,603,2016-04-29 12:00:00
1362020,1,603,2016-04-25 00:00:00
1379399,1,603,2016-05-03 00:00:00
1367233,1,603,2016-04-29 12:00:00
1342893,1,603,2016-04-26 00:00:00
1360753,1,603,2016-04-28 11:00:00
1399625,1,603,2016-05-06 10:00:00
1399620,1,603,2016-05-06 10:00:00
1346863,1,603,2016-04-26 10:00:00
1399619,1,603,2016-05-06 00:00:00
1428594,1,603,2016-05-12 12:00:00
1463042,1,603,2016-05-19 10:00:00
1324125,1,603,2016-04-20 18:00:00
1376333,1,603,2016-05-02 11:00:00
1399614,1,603,2016-05-06 10:00:00
1466781,1,603,2016-06-01 00:00:00
1317031,1,603,2016-04-19 08:00:00
1376401,1,603,2016-05-02 11:00:00
1360570,1,603,2016-04-28 11:00:00
1482171,1,603,2016-05-22 12:00:00
1405194,1,603,2016-05-11 00:00:00
1393404,1,603,2016-05-05 12:00:00
1410520,1,603,2016-05-09 12:00:00
1399521,1,603,2016-05-25 00:00:00
1375627,1,603,2016-05-02 07:00:00
1328880,1,603,2016-04-22 00:00:00
1451804,1,603,2016-05-18 00:00:00
1346250,1,603,2016-04-26 08:00:00
1411082,1,603,2016-05-23 00:00:00
1331502,1,603,2016-04-23 00:00:00
1337216,1,603,2016-04-24 07:00:00
1368314,1,603,2016-04-29 16:00:00
1476460,1,603,2016-05-31 00:00:00
1356784,1,603,2016-04-27 17:00:00
1476478,1,603,2016-05-23 00:00:00
1401895,1,603,2016-05-06 16:00:00
1386958,1,603,2015-08-28 00:00:00
1456772,1,603,2016-05-19 00:00:00
1322040,1,603,2016-04-20 11:00:00
1399441,1,603,2016-05-06 10:00:00
1404492,1,603,2016-05-08 00:00:00
1331581,1,603,2016-04-22 10:00:00
1413426,1,603,2016-05-10 00:00:00
1316206,1,603,2016-04-19 00:00:00
1392016,1,603,2016-05-05 07:00:00
1431809,1,603,2016-05-15 00:00:00
1456815,1,603,2016-05-17 00:00:00
1428351,1,603,2016-05-13 00:00:00
1340765,1,603,2016-04-25 10:00:00
1478933,1,603,2016-05-23 00:00:00
1442800,1,603,2016-05-16 09:00:00
1360252,1,603,2016-05-18 00:00:00
1360250,1,603,2016-05-14 00:00:00
1376613,1,603,2016-05-03 00:00:00
1430612,1,603,2016-05-12 17:00:00
1455855,1,603,2016-05-18 08:00:00
1474549,1,603,2016-06-17 00:00:00
1337221,1,603,2016-04-24 07:00:00
1484499,1,603,2016-05-25 00:00:00
1387407,1,603,2016-05-04 10:00:00
1379184,1,603,2016-05-05 00:00:00
1384510,1,603,2016-05-03 19:00:00
1318045,1,603,2016-04-19 12:00:00
1456872,1,603,2016-05-18 11:00:00
1375698,1,603,2016-05-02 08:00:00
1474603,1,603,2016-05-18 00:00:00
1400803,1,603,2016-05-06 13:00:00
1450175,1,603,2016-05-17 11:00:00
1316257,1,603,2016-04-19 00:00:00
1459386,1,603,2016-05-18 17:00:00
1471673,1,603,2016-05-20 08:00:00
1442709,1,603,2016-05-16 00:00:00
1414100,1,603,2016-05-10 00:00:00
1359980,1,603,2016-04-28 09:00:00
1371799,1,603,2016-04-30 15:00:00
1352807,1,603,2016-04-27 11:00:00
1321326,1,603,2016-04-20 08:00:00
1377746,1,603,2016-05-06 00:00:00
1384427,1,603,2016-05-03 19:00:00
1319078,1,603,2016-04-19 16:00:00
1473397,1,603,2016-05-20 12:00:00
1456927,1,603,2016-05-23 00:00:00
1347738,1,603,2016-05-06 00:00:00
1455034,1,603,2016-05-22 00:00:00
1379253,1,603,2016-05-03 00:00:00
1376728,1,603,2016-05-02 12:00:00
1376738,1,603,2016-05-02 12:00:00
1399036,1,603,2016-05-06 08:00:00
1362896,1,603,2016-04-28 17:00:00
1409863,1,603,2016-05-10 00:00:00
1347113,1,603,2016-04-26 11:00:00
1454230,1,603,2016-05-18 00:00:00
1381509,1,603,2016-05-04 00:00:00
1448505,1,603,2016-05-17 02:00:00
1321345,1,603,2016-04-20 08:00:00
1473418,1,603,2016-05-20 12:00:00
1366922,1,603,2016-04-29 11:00:00
1466184,1,603,2016-05-21 00:00:00
1332141,1,603,2016-04-24 00:00:00
1409807,1,603,2016-05-10 00:00:00
1427991,1,603,2016-05-12 11:00:00
1380850,1,603,2016-05-03 08:00:00
1384027,1,603,2016-05-03 18:00:00
1439784,1,603,2016-05-15 08:00:00
1316253,1,603,2016-04-19 00:00:00
1387230,1,603,2016-05-04 10:00:00
1393657,1,603,2016-05-05 12:00:00
1362944,1,603,2016-04-30 00:00:00
1450071,1,603,2016-05-17 10:00:00
1404436,1,603,2016-05-07 11:00:00
1328639,1,603,2016-04-21 17:00:00
1317271,1,603,2016-04-17 00:00:00
1387405,1,603,2016-05-04 10:00:00
1321372,1,603,2016-04-20 08:00:00
1392282,1,603,2016-05-05 08:00:00
1377966,1,603,2016-05-02 16:00:00
1411450,1,603,2016-05-09 14:00:00
1457077,1,603,2016-05-23 00:00:00
1359560,1,603,2016-04-28 06:00:00
1383599,1,603,2016-05-03 17:00:00
1448110,1,603,2016-05-17 00:00:00
1321945,1,603,2016-04-20 10:00:00
1332403,1,603,2016-04-24 00:00:00
1381329,1,603,2016-05-03 10:00:00
1367688,1,603,2016-05-01 00:00:00
1457219,1,603,2016-05-23 00:00:00
1442857,1,603,2016-05-16 09:00:00
1353706,1,603,2016-05-04 00:00:00
1355698,1,603,2016-04-27 15:00:00
1409674,1,603,2016-05-10 00:00:00
1454095,1,603,2016-05-21 00:00:00
1381951,1,603,2016-05-03 12:00:00
1347630,1,603,2016-04-26 13:00:00
1424399,1,603,2016-05-11 17:00:00
1415354,1,603,2016-05-10 09:00:00
1381565,1,603,2016-05-04 00:00:00
1415457,1,603,2016-05-11 00:00:00
1415460,1,603,2016-05-11 00:00:00
1475016,1,603,2016-05-21 00:00:00
1415548,1,603,2016-05-12 00:00:00
1361685,1,603,2016-04-28 13:00:00
1382107,1,603,2016-05-03 12:00:00
1392428,1,603,2016-05-05 09:00:00
1409632,1,603,2016-05-10 00:00:00
1322379,1,603,2016-04-19 00:00:00
1442544,1,603,2016-05-16 08:00:00
1415623,1,603,2016-05-10 10:00:00
1415697,1,603,2016-05-24 00:00:00
1382100,1,603,2016-05-03 12:00:00
1335187,1,603,2016-04-23 09:00:00
1456040,1,603,2016-05-18 09:00:00
1381551,1,603,2016-05-04 00:00:00
1323620,1,603,2016-04-21 00:00:00
1393735,1,603,2016-05-05 12:00:00
1382099,1,603,2016-05-03 12:00:00
1337849,1,603,2016-04-24 13:00:00
1323597,1,603,2016-04-21 00:00:00
1393748,1,603,2016-05-05 12:00:00
1465594,1,603,2016-05-19 15:00:00
1329121,1,603,2016-04-21 18:00:00
1332934,1,603,2016-04-23 00:00:00
1337814,1,603,2016-04-24 13:00:00
1322625,1,603,2016-04-20 13:00:00
1424231,1,603,2016-06-09 00:00:00
1411550,1,603,2016-05-10 00:00:00
1392651,1,603,2016-05-05 09:00:00
1451865,1,603,2016-05-20 00:00:00
1358788,1,603,2016-04-28 00:00:00
1409601,1,603,2016-05-10 00:00:00
1341577,1,603,2016-04-27 00:00:00
1333022,1,603,2016-04-22 15:00:00
1337780,1,603,2016-04-24 13:00:00
1456166,1,603,2016-05-28 00:00:00
1429527,1,603,2016-05-13 00:00:00
1342787,1,603,2016-05-05 00:00:00
1440063,1,603,2016-05-15 11:00:00
1356513,1,603,2016-04-28 00:00:00
1450019,1,603,2016-05-18 00:00:00
1367841,1,603,2016-05-01 00:00:00
1388339,1,603,2016-05-04 13:00:00
1457538,1,603,2016-05-25 00:00:00
1323497,1,603,2016-04-21 00:00:00
1340946,1,603,2016-04-25 11:00:00
1370753,1,603,2016-04-30 08:00:00
1446316,1,603,2016-05-26 00:00:00
1333090,1,603,2016-04-24 00:00:00
1446024,1,603,2016-05-23 00:00:00
1373602,1,603,2016-05-01 11:00:00
1416820,1,603,2016-05-17 00:00:00
1440136,1,603,2016-05-15 11:00:00
1475292,1,603,2016-05-27 00:00:00
1417229,1,603,2016-05-14 00:00:00
1461747,1,603,2016-05-23 00:00:00
1450140,1,603,2016-05-17 11:00:00
1392730,1,603,2016-05-05 10:00:00
1392739,1,603,2016-05-05 10:00:00
1392748,1,603,2016-05-05 10:00:00
1443907,1,603,2016-05-16 12:00:00
1326159,1,603,2016-04-21 10:00:00
1392750,1,603,2016-05-05 10:00:00
1341236,1,603,2016-04-25 11:00:00
1316193,1,603,2016-04-19 00:00:00
1333408,1,603,2016-04-22 16:00:00
1354079,1,603,2016-04-27 12:00:00
1341248,1,603,2016-04-25 11:00:00
1367899,1,603,2016-05-01 00:00:00
1409517,1,603,2016-05-09 10:00:00
1392804,1,603,2016-05-05 10:00:00
1409516,1,603,2016-05-09 10:00:00
1409512,1,603,2016-05-09 10:00:00
1352535,1,603,2016-04-27 10:00:00
701432,1,603,2015-06-12 00:00:00
732622,1,603,2015-06-23 10:00:00
697815,1,603,2015-06-02 11:00:00
690835,1,603,2015-05-23 09:00:00
757153,1,603,2015-07-11 00:00:00
648263,1,603,2015-06-12 00:00:00
648260,1,603,2015-05-07 00:00:00
648251,1,603,2015-05-09 00:00:00
715232,1,603,2015-06-15 14:00:00
694136,1,603,2015-05-28 09:00:00
732605,1,603,2015-06-23 10:00:00
708859,1,603,2015-06-13 00:00:00
681444,1,603,2015-05-14 13:00:00
642050,1,603,2015-04-23 00:00:00
678522,1,603,2015-05-12 15:00:00
684512,1,603,2015-05-23 00:00:00
636862,1,603,2015-04-30 00:00:00
744034,1,603,2015-06-30 09:00:00
757104,1,603,2015-07-10 00:00:00
648139,1,603,2015-04-29 13:00:00
583299,1,603,2015-03-29 08:00:00
673893,1,603,2015-05-09 11:00:00
696362,1,603,2015-05-31 12:00:00
681037,1,603,2015-05-14 09:00:00
694310,1,603,2015-05-28 12:00:00
734329,1,603,2015-06-24 09:00:00
750910,1,603,2012-08-22 00:00:00
750927,1,603,2015-07-06 08:00:00
638545,1,603,2015-04-28 00:00:00
658795,1,603,2015-05-01 09:00:00
702837,1,603,2015-06-20 00:00:00
708769,1,603,2015-06-19 00:00:00
611837,1,603,2016-05-28 00:00:00
