document_id,topic_id,confidence_level
1494886,176,0.0224495387993381
1494886,155,0.0138171729526077
1649799,260,0.293735405464872
1594837,260,0.206363841680762
1594837,113,0.184504036406057
1594837,249,0.0699306436360955
1594837,32,0.00913871820569887
1594007,52,0.11919794616717
1594007,171,0.115647866626186
1535812,113,0.12772052147978
1535812,260,0.113369963894214
1535812,249,0.0682296540810892
1535812,143,0.054044329965564
1535812,84,0.0468248066863609
1535812,85,0.0404978021307206
1535812,148,0.0401815980946333
1535812,69,0.0288454272583113
1535812,168,0.0194717877854824
1535812,92,0.0128380386563519
1535812,131,0.0120979401307664
1535812,16,0.010967374645198
1502838,113,0.16021886455143
1502838,258,0.0947011281776013
1502838,143,0.056231654230912
1502838,260,0.0414754260444235
1502838,16,0.040227329068924
1502838,64,0.0172375834254167
1502838,202,0.0108080823884004
1591350,113,0.16755334097996
1591350,249,0.0908036349792363
1591350,260,0.0618504597122842
1591350,32,0.0471040835306432
1591350,16,0.0393049890503765
1591350,181,0.0245135977582354
1591350,168,0.0233206822242413
1591350,148,0.0179373886036514
1591350,100,0.0132219953558001
1591350,65,0.010341405927339
1591350,131,0.00821726672992246
1591350,136,0.0081740643084358
1589532,113,0.208410745417105
1589532,260,0.0921573078251728
1589532,32,0.0466687181652505
1589532,85,0.0304134695640442
1589532,165,0.0176674872110543
1589532,148,0.0175302027998277
1589532,262,0.0142199457368777
1589532,219,0.0080628628291484
1535078,113,0.160653014152809
1535078,260,0.0878303029714587
1535078,258,0.0824283391133011
1535078,143,0.0421420768166223
1535078,10,0.0343897197991877
1535078,84,0.0278809242078402
1535078,168,0.0203524044680304
1535078,207,0.0172201215352115
1535078,131,0.0121323292845772
1535078,24,0.0114344366296972
1495482,113,0.215056164412225
1495482,260,0.0968037481808869
1495482,131,0.0127199578098897
1495482,228,0.00812847364269721
1534651,113,0.174515711072392
1534651,260,0.0591223723554804
1534651,258,0.04894496043913
1534651,143,0.0450247037485394
1534651,193,0.0259178182591772
1534651,141,0.0175600784401703
1534651,168,0.0161521400471967
1534651,109,0.0160862093698095
1534401,260,0.28961476778901
1588025,8,0.0545090949322595
1588025,196,0.0357262663256952
1588025,168,0.0351841332716011
1588025,113,0.0150426063782725
1588025,228,0.00885628956060214
1588025,128,0.00831019528701306
1587911,113,0.131504878427221
1587911,260,0.0837887620623962
1587911,20,0.0750850211649781
1587911,140,0.0455620212456888
1587911,26,0.0416097193925075
1587911,262,0.0361073157541989
1587911,16,0.0211709172878032
1587911,131,0.0147330650986574
1587911,192,0.0109534874709793
1587791,113,0.172317663372906
1587791,260,0.0726373042190566
1587791,143,0.0561779333141047
1587791,92,0.0368365583308488
1587791,140,0.0311261061396201
1587791,297,0.0219912129588613
1587791,131,0.0115212654095918
1587791,149,0.0107714277426507
1587791,105,0.00863590393002049
1587682,260,0.179229407347457
1587682,113,0.174758486330439
1587682,8,0.0442001301622544
1587682,249,0.0431126965244049
1587682,168,0.0396399960518152
1587682,16,0.0191772678694135
1587682,148,0.0143804751146256
1587682,2,0.0139628236969492
1587682,52,0.0131809591292531
1587682,71,0.0113910071870112
1587682,66,0.0101657890171721
1587682,207,0.0098657768488887
1534131,113,0.181630308073725
1534131,260,0.129672175935206
1534131,143,0.0546382669512998
1534131,71,0.0373632464047349
1534131,193,0.0206526387329581
1534131,173,0.0173256581415026
1534131,16,0.0136826372126558
1534131,92,0.00994063975215296
1534131,90,0.00826172998997465
1586920,260,0.129051788147732
1586920,202,0.0163233823489308
1586920,162,0.00804627222747162
1586787,260,0.231773102525512
1586787,113,0.109554136308463
1533821,113,0.212457964609334
1533821,260,0.0652705402871919
1533821,196,0.0333615661795845
1533821,262,0.0303812717332285
1533821,100,0.0169878511383659
1533821,131,0.0138620419700782
1533821,168,0.0127222256678925
1506824,260,0.199291779456937
1506824,113,0.171421515644914
1506824,249,0.080777226270492
1506824,20,0.0255398007830913
1506824,16,0.0197079085157921
1506824,168,0.0191408879996249
1506824,192,0.0106842061167195
1506824,207,0.00990310392712183
1506824,46,0.00817574305388302
1586120,260,0.0435101719788492
1586120,113,0.0347844049899058
1586120,262,0.0172806147387871
1586120,148,0.0153777733011446
1586120,213,0.0147583860455026
1586120,62,0.0143422300102763
1586120,228,0.0108831767000754
1586120,81,0.00992117102185748
1650920,113,0.206540755039875
1650920,260,0.104202341157178
1650920,262,0.0226802499111207
1650920,207,0.0158449622929104
1650920,43,0.0157132573070213
1650920,148,0.0131036020346208
1650920,140,0.0117620502590824
1650920,276,0.011058372071202
1533517,113,0.205045175143571
1533517,260,0.104647435388183
1533517,193,0.04175288077705
1533517,143,0.0304342250408703
1533517,198,0.0254164861684263
1533517,207,0.0201126969701915
1533517,258,0.0147131088302369
1533463,113,0.184584651371881
1533463,260,0.109917639529167
1533463,297,0.032639881858363
1585940,113,0.187791272867319
1585940,260,0.10030602367392
1585940,131,0.012682778805735
1585940,109,0.0126720244965491
1585940,19,0.0117505590786035
1585940,29,0.00864756372332286
1585940,177,0.00839868443979692
1533377,113,0.221096357276399
1533377,260,0.137244924259704
1533377,168,0.013349412026459
1533377,148,0.0126834316212437
1533377,258,0.0108463727616936
1533377,202,0.00861339232575278
1585309,16,0.0307085991226114
1585309,204,0.0296605420096988
1585309,84,0.0287121134653682
1585309,181,0.0167205995222686
1585309,19,0.0148506567185527
1585309,142,0.00882902831917062
1585309,170,0.00853165689909551
1533167,20,0.104512687391736
1533167,143,0.0992010933041694
1533167,258,0.0768296801796292
1533167,95,0.0353521840195107
1533167,89,0.0263494722426063
1533167,75,0.02616949053455
1533167,168,0.02361764039054
1533167,62,0.023325057935447
1533167,16,0.0183327679181204
1533167,29,0.0081894699144009
1533110,260,0.0758248126801151
1533110,113,0.0247676657060518
1533110,168,0.0204874351585014
1583138,258,0.429772887119522
1582863,260,0.198843740354404
1582863,113,0.173227677221508
1582863,249,0.0412294299747422
1582863,140,0.033650956257503
1582863,168,0.0241291444240962
1582863,258,0.0175700430466483
1582863,148,0.0158587734074005
1582863,144,0.0110103710557828
1485396,113,0.202735290838717
1485396,260,0.117239186233557
1485396,148,0.034214719298084
1485396,290,0.0309489776127562
1485396,155,0.00989454682487295
1582803,113,0.176558434676774
1582803,260,0.0791416549452179
1582803,148,0.030526933627491
1582803,181,0.027989037390678
1582803,287,0.0236441947874514
1582803,25,0.0222210287603597
1582803,32,0.0176225920642181
1582803,262,0.0160741001269106
1582803,92,0.0119261104504137
1582803,219,0.0115585126097512
1582803,279,0.00811553238865654
1582509,260,0.118198022235256
1582509,16,0.0554999708061556
1582509,84,0.0469483030550384
1582509,249,0.044925476711564
1582509,113,0.0377117257967768
1582509,193,0.0300860545398982
1582509,143,0.0254817423618151
1582509,168,0.0218553288584656
1582509,298,0.0201901112559923
1582509,121,0.0138667952367313
1582509,148,0.01230128779183
1582509,64,0.00988373313742992
1519134,260,0.233517949319117
1519134,113,0.146977895648554
1519134,249,0.0557321968412044
1519134,198,0.0254273352294313
1519134,92,0.0221985222693082
1519134,84,0.0194526550151199
1519134,168,0.0143690023262755
1519134,258,0.0127149547438586
1519134,148,0.0115831969399297
1487175,113,0.423847876803875
1539856,113,0.212831101310892
1539856,260,0.0580029618007391
1539856,140,0.0544016697927596
1539856,109,0.017470569566016
1539856,168,0.014997907827543
1539856,136,0.00871935523123544
1539856,148,0.00857663505792191
1539856,55,0.00804859194308319
1581724,260,0.298794173231542
1581724,140,0.054845082266531
1503768,148,0.210077599196596
1503768,113,0.132062624324335
1503768,89,0.0322778247231567
1503768,85,0.0306617646121445
1503768,71,0.0224942289303038
1503768,254,0.0224099904932089
1503768,109,0.0127628848095167
1503768,55,0.0112038280276942
1581203,148,0.0945086288773934
1581203,249,0.0883115718142753
1581203,260,0.0494184861414422
1581203,113,0.0138319365134386
1581203,42,0.00810151331004274
1599917,260,0.140352986082996
1599917,113,0.0388431306297809
1599917,8,0.0208585034479073
1599917,1,0.0110155566941144
1599917,94,0.00826312746905709
1580898,113,0.156460392464443
1580898,260,0.113242051510775
1580898,71,0.0616956416846842
1580898,221,0.0325261215591543
1580898,84,0.0313777851210502
1580898,75,0.0310825614757668
1580898,72,0.0131473001589231
1580604,260,0.0468134018275436
1580604,249,0.0394444336352645
1580604,113,0.0326886448574613
1580604,64,0.0120851643570831
1580604,198,0.00848679440073851
1580595,260,0.160740325443168
1580595,16,0.0696539597519522
1580595,8,0.0382632610065119
1580595,113,0.010846607472805
1580448,113,0.138817139766803
1580448,143,0.0770757296923659
1580448,148,0.0741843126786362
1580448,260,0.0682168580466877
1580448,84,0.0536938201844553
1580448,249,0.0322920121908958
1580448,8,0.0247813363880837
1580448,94,0.00950909097961062
1579929,113,0.175147951200724
1579929,260,0.0831249262207686
1579929,20,0.0629827849545276
1579929,143,0.0454752018560538
1579929,265,0.0228310567079088
1579929,168,0.0104037585183449
1579929,258,0.0080890000860935
1507172,260,0.175004534133678
1507172,113,0.147849166269834
1507172,249,0.0810533359877003
1507172,10,0.0305299072318402
1507172,16,0.029704741027935
1507172,168,0.0245194510183489
1507172,196,0.0241136575855457
1507172,92,0.0208959079143741
1507172,207,0.016062905792664
1507172,271,0.0125644549626916
1507172,131,0.0105095837348555
1579602,113,0.19416410008757
1579602,260,0.0634990217264254
1579602,168,0.0341423822849781
1579602,102,0.0172399200025203
1579602,223,0.00908784148605803
1579602,75,0.00800366745863722
1523844,260,0.137580468085106
1523844,16,0.0992337021276594
1523844,113,0.0627093617021276
1523844,121,0.0120749361702127
1523844,228,0.0114244680851064
1523844,130,0.0113030638297872
1523844,295,0.0106871702127659
1532636,113,0.215204863063412
1532636,260,0.0706652639459011
1532636,168,0.0369113999048726
1532636,140,0.0143705275750347
1532636,131,0.0136675375624303
1532636,35,0.0112625674767786
1532636,175,0.00803299119725109
1579400,113,0.177559053064018
1579400,260,0.059285777142879
1579400,55,0.0316411936143282
1579400,231,0.0263245656781098
1579400,24,0.0133311350716991
1579400,75,0.0123469260337134
1503863,113,0.200969546017783
1503863,260,0.119229697661034
1503863,140,0.0105911775034009
1503863,109,0.00952451799733366
1518341,260,0.320428089546078
1503867,113,0.169011193255493
1503867,260,0.155453513399548
1503867,143,0.0404515153507379
1503867,84,0.0270147648920435
1503867,8,0.0112808391570801
1502560,260,0.182609712139309
1502560,113,0.168105261586526
1502560,153,0.0403481671012774
1502560,249,0.0320498936407812
1502560,207,0.0318360376031426
1502560,89,0.0136560024034564
1502560,179,0.0110025939364565
1579053,113,0.165298226218143
1579053,260,0.0856873507560873
1579053,143,0.059971136597264
1579053,268,0.0415359963590463
1579053,148,0.0377349682723849
1579053,89,0.0314011863426679
1579053,181,0.0256868540297268
1579053,25,0.0256616605687231
1579053,32,0.0103417148490988
1579053,52,0.00974268190597743
1579053,295,0.00882161016215823
1579053,110,0.00840538978160662
1524045,113,0.219930846990347
1524045,260,0.0898847269770344
1524045,24,0.0152469322362278
1524045,168,0.0138875916376553
1524045,145,0.00865594064295192
1577166,113,0.1380531928285
1518171,113,0.224148208104918
1518171,260,0.131827130881489
1518171,84,0.0119334250531848
1518171,168,0.00920393067734867
1531136,113,0.196837687148141
1531136,249,0.138253440052108
1531136,260,0.0595930669531951
1531136,8,0.0210421707370152
1531136,168,0.0204243556957221
1531136,72,0.0176539726996788
1531136,136,0.0137038766908993
1531136,198,0.0119869068570101
1531136,100,0.0097595063604072
1517758,113,0.220314810569717
1517758,260,0.0584131730345191
1517758,140,0.057276741728819
1517758,55,0.0179254695337959
1517758,271,0.0168334892058732
1517758,202,0.0117238620554591
1574267,113,0.185973298366545
1574267,260,0.120021248818601
1574267,92,0.0517906563571049
1574267,148,0.0388077380221751
1574267,262,0.0156256986230471
1574267,168,0.0148934103136906
1574267,86,0.0119617147027797
1574267,108,0.00921842591623665
1574230,260,0.18925930223216
1574230,8,0.0598051430764712
1574230,113,0.0565207667568557
1574230,92,0.0487214927898855
1574230,143,0.0454107325310979
1574230,184,0.029178776604568
1574230,72,0.0267357845515801
1574230,163,0.0157923872975366
1574230,148,0.0154709585969625
1574230,69,0.00890364941069247
1574230,160,0.0080066847645906
1485765,113,0.220210860635419
1485765,260,0.0498418618731033
1485765,265,0.0253567773782033
1485765,244,0.00866931189380272
1504236,113,0.134305876028473
1504236,20,0.0767665629219497
1504236,24,0.055249471795256
1504236,55,0.0294273000224443
1504236,61,0.0276604843138099
1504236,260,0.0236998145779812
1504236,274,0.0188668197930302
1504236,296,0.0163359274687725
1504236,109,0.0146885544638267
1504236,131,0.0144877900846632
1504236,112,0.010178059755906
1504236,254,0.00999318710028354
1504236,56,0.00816868029506694
1517263,113,0.187691459454966
1517263,260,0.0849232106624186
1517263,148,0.028757192991825
1517263,181,0.0286509082493054
1517263,84,0.0241206122452558
1517263,268,0.0229297092400486
1517263,154,0.0196858718150102
1517263,16,0.0161032496030511
1517263,138,0.0142380409135147
1517263,131,0.0121441169025223
1517263,254,0.0100158699683085
1517263,190,0.00915896008244028
1497626,113,0.182946142484718
1497626,260,0.0636863606028775
1497626,2,0.049736509837308
1497626,249,0.0368935847261824
1497626,75,0.0208010698815065
1497626,64,0.0181128805719989
1497626,84,0.0176663964585929
1497626,136,0.0145093638223911
1497626,177,0.0109905198457729
1497626,57,0.0102905044759066
1573143,113,0.222955021514912
1573143,260,0.0593209820536891
1573143,249,0.0556485677391475
1573143,92,0.0126252756263069
1573143,148,0.0106800218004088
1572944,113,0.211177802857728
1572944,260,0.0818426165972265
1572944,89,0.0299313672638679
1572944,109,0.0144272180862797
1572944,131,0.0127565063985479
1572944,177,0.00934341634330785
1572944,29,0.00823335516463813
1517112,113,0.183303052007341
1517112,260,0.109366743959685
1517112,232,0.0303617294145635
1517112,281,0.00933932356878669
1523718,113,0.199369149976338
1523718,260,0.167356341294094
1523718,258,0.0278001135262411
1523718,168,0.0135160241439465
1524128,113,0.227268397311945
1524128,260,0.112847970083065
1524128,168,0.0126343404794193
1524128,65,0.0118362788905771
1524128,219,0.0115398488855727
1524128,148,0.00821568311655497
1504471,113,0.235566216443378
1504471,260,0.0946993305300669
1504471,163,0.0203951579604842
1504471,168,0.0199390380060962
1504471,148,0.0105096189490381
1571782,113,0.164432682772744
1571782,260,0.142811835401314
1571782,89,0.0856695866728636
1571782,143,0.0573912617419328
1571782,71,0.0272628068522284
1571782,68,0.00991098978134022
1524130,113,0.201049428719496
1524130,260,0.137054075774825
1524130,100,0.0294738313190591
1524130,168,0.0244735131532294
1524130,198,0.0191273042860394
1524130,131,0.0140453282603638
1524130,65,0.00998647407216565
1524130,108,0.00926127114797476
1571477,113,0.180943770202802
1571477,20,0.0761023714607776
1571477,260,0.0427059164071299
1571477,109,0.0230999811701229
1571477,239,0.0201594830007869
1571477,142,0.0139176360097623
1571477,265,0.0114437146426319
1504544,113,0.171792777366042
1504544,260,0.0510747750140743
1504544,55,0.0386161213962955
1504544,196,0.0253912831011017
1504544,207,0.0195375486315222
1504544,2,0.0136178302314996
1504544,239,0.0105211437332415
1486812,113,0.214706930898444
1486812,260,0.102391421820346
1571051,113,0.161311844331933
1571051,260,0.139138826278667
1571051,249,0.060562406491573
1571051,8,0.0498429472775649
1571051,168,0.0149207187338845
1571051,148,0.0119794300421168
1571051,121,0.0111114065398014
1571051,160,0.0101196787806453
1571051,193,0.00839535944907989
1571051,68,0.00829563762479978
1528959,260,0.186551704693985
1528959,113,0.154134753703539
1528959,143,0.0502350689723494
1528959,131,0.0182790604626796
1528959,219,0.0087818338400786
1486741,260,0.165969196571105
1486741,113,0.161941405307291
1486741,249,0.0740525826198612
1486741,8,0.0449322188002843
1486741,140,0.0394014210205146
1486741,168,0.0248423151345962
1486741,235,0.0236712736784608
1486741,148,0.0161255159388258
1486741,207,0.0099309166944425
1486741,121,0.00955000424444632
1486741,232,0.00920753625598102
1528213,113,0.195895221345118
1528213,260,0.114817863195667
1528213,140,0.0213674429188168
1528213,163,0.013303082354782
1528213,193,0.00879742339975109
1568410,113,0.158766071650614
1568410,249,0.0513346793716088
1568410,260,0.0502670453013149
1568410,140,0.0392150299010183
1568410,43,0.0308018131683076
1568410,219,0.0235523118420875
1568410,100,0.0233675244011566
1568410,65,0.0144735867545427
1568410,250,0.0140434203720935
1568410,8,0.0121138638880146
1568410,258,0.0118200930768998
1568410,276,0.00942964932142233
1568410,102,0.00815299490682042
1568348,113,0.176703577743205
1568348,26,0.0895221249108441
1568348,260,0.0809209292762927
1568348,262,0.0226630639296761
1568348,168,0.0199754701446773
1568191,113,0.215609944685329
1568191,260,0.114176931326105
1568191,258,0.0201428438218889
1568191,239,0.0186021384124293
1568191,24,0.0133213578200187
1568191,109,0.0112687784371595
1568191,148,0.0111645298015476
1568191,298,0.00827187598898448
1524132,260,0.169756773055423
1524132,113,0.160942807938004
1524132,143,0.0576539054417184
1524132,221,0.0525218493907495
1524132,168,0.017141225448427
1524132,265,0.0149479462420167
1524132,20,0.0145061354248442
1524132,193,0.00904035992304273
1568141,113,0.216597464802066
1568141,260,0.127819222233695
1568141,143,0.0547452746699721
1568141,148,0.0232179303025412
1568141,258,0.00870254566160432
1568111,113,0.148599993509588
1568111,249,0.0872634723764251
1568111,32,0.0387406939533123
1568111,92,0.0383677760582492
1568111,260,0.0374136662470182
1568111,140,0.0352022136772278
1568111,143,0.0282572120598987
1568111,207,0.0255398278654394
1568111,148,0.0236986356558467
1568111,297,0.0193609634128271
1568111,193,0.0124156056310314
1567931,260,0.220385346692739
1567931,113,0.167627605678403
1567931,92,0.0274732372546334
1567931,100,0.0255099434289053
1567931,258,0.0236601071427848
1567931,131,0.0125264396454772
1567931,262,0.0117897778586918
1567931,104,0.00908208752096423
1567828,113,0.184466860511381
1567828,143,0.0729426011607792
1567828,260,0.0709988082140222
1567828,89,0.034284310300953
1567828,16,0.0331271331743662
1567828,258,0.0276830503380894
1567828,168,0.0161628607162787
1567828,55,0.0134584043360418
1567190,113,0.177517707819316
1567190,262,0.0417987079570055
1567190,260,0.0376273672602143
1567190,16,0.0170062948945484
1567190,107,0.0131119251307024
1567190,177,0.0110674198396431
1567190,5,0.0105630896348347
1566817,113,0.182681594017658
1566817,260,0.106209942854544
1566817,143,0.0964997252324745
1566817,89,0.0215361782847054
1566817,55,0.0158366416676728
1566817,109,0.0130345299031665
1566817,148,0.00955875067081863
1566817,254,0.00805923322016037
1485675,113,0.182723685955971
1485675,260,0.147776899667972
1485675,221,0.0551209353336334
1485675,168,0.0238443250505676
1485675,71,0.0170435337113205
1527674,113,0.144708352301592
1527674,260,0.100094081658253
1527674,16,0.0519570889679154
1527674,92,0.0324003489524759
1527674,32,0.0290842664174875
1527674,168,0.0283716267677896
1527674,262,0.0239883738743874
1527674,20,0.0208496383264322
1527674,10,0.0144363576697572
1527674,196,0.0141273643883985
1527674,131,0.0104664246167142
1527674,192,0.00802049197836516
1561260,113,0.212620138231736
1561260,260,0.0694955818716627
1561260,291,0.0161985924491532
1561260,232,0.0100435696092823
1561123,180,0.0399033528464034
1561123,16,0.0261948406596655
1561123,168,0.0225640463447181
1561123,65,0.0211917881780487
1561123,148,0.0193243438702985
1561123,281,0.0181735745538641
1561123,67,0.0113890827336786
1561123,89,0.0112620852056143
1561123,113,0.010682159604131
1560874,113,0.22588511607063
1560874,260,0.0904724216981877
1560874,168,0.0167305171887131
1560874,131,0.0159294037040622
1527671,113,0.209094830847757
1527671,260,0.0903245105890774
1527671,92,0.0251257514672952
1527671,174,0.0211875251491007
1527671,168,0.01223273250937
1527671,55,0.0121357859167326
1527671,23,0.0116701941803991
1527559,148,0.357601332416908
1559455,260,0.16626093594448
1559455,113,0.152771913124965
1559455,16,0.0626180821359579
1559455,249,0.0503707122731388
1559455,198,0.0256490117091484
1559455,168,0.0208648228949858
1559455,121,0.0138716699694452
1559455,148,0.0108578737336674
1559455,17,0.0106888260743703
1559455,136,0.00914787332652446
1504837,113,0.178290617367748
1504837,260,0.134849303079951
1504837,249,0.0413314446620007
1504837,148,0.0356396300064755
1504837,26,0.0281134359662477
1504837,198,0.0204870294913447
1504837,262,0.0162416693205342
1504837,92,0.013971031694613
1515284,113,0.168734144453248
1515284,260,0.121532352166895
1515284,249,0.0813358555517606
1515284,155,0.0182029530020002
1515284,72,0.0149682300513939
1515284,92,0.00853348898271835
1556807,258,0.0913894240677687
1556807,16,0.0703180527615104
1556807,260,0.0565725894912732
1556807,168,0.0560506716473062
1556807,8,0.0293143170763231
1556807,131,0.0277648820386905
1556807,10,0.0262763031696098
1556807,113,0.0260318168514943
1556807,92,0.0258352586188533
1556807,100,0.021089521992433
1556807,242,0.0103929630406139
1556699,113,0.172587536050012
1556699,260,0.0679244315075683
1556699,143,0.0677505479516478
1556699,138,0.0208992694405213
1556699,9,0.0183058510583557
1556699,92,0.0148187236259616
1556699,177,0.0104570327810988
1556699,219,0.00852629424219993
1556323,260,0.170810547882171
1556323,113,0.16800124895541
1556323,84,0.0810628926959541
1556323,143,0.0414550061873144
1556323,198,0.0169995697014283
1556323,148,0.0143902857298934
1556323,168,0.014208688687864
1556319,113,0.227268839476763
1556319,260,0.0933633039423175
1556319,193,0.0259902605100855
1556319,131,0.0128739589737329
1556319,148,0.00899260001837401
1556319,109,0.00833689124078781
1514330,113,0.153976969822667
1514330,260,0.0954228734600208
1514330,143,0.058947018675622
1514330,75,0.0264703680655696
1514330,89,0.0256713166047391
1514330,221,0.0171110864642561
1514330,179,0.0113749557993233
1514330,163,0.0112516161057731
1514330,100,0.00973818113989975
1554868,260,0.286575017330815
1554729,113,0.225733173123773
1554729,260,0.067269729387082
1554729,92,0.0366510694522809
1554729,262,0.0202754331230564
1554729,297,0.0152603707727363
1554729,131,0.0106067166668139
1513950,113,0.181713852799942
1513950,260,0.0841172302632497
1513950,249,0.0682435329086615
1513950,84,0.0267980797635535
1513950,148,0.0267521559479065
1513950,228,0.00822002014362173
1513942,113,0.201055515826552
1513942,260,0.0764315089103147
1513942,20,0.0544644675211801
1513942,174,0.0381421481731216
1513942,170,0.0246734877593711
1513942,16,0.0226122679598979
1513942,226,0.0120246532438541
1513942,221,0.00873468762852788
1513897,113,0.19608738155444
1513897,260,0.099097693036233
1513897,89,0.0210031353007656
1513897,193,0.0176896370911628
1513897,258,0.00940328427073864
1554443,113,0.143029452865351
1554443,260,0.102277435476854
1554443,140,0.0839435880103173
1554443,249,0.0588479363581435
1554443,160,0.0381952361215667
1554443,109,0.024687484682375
1554443,207,0.0163666489910557
1554443,55,0.0127558288346119
1554443,92,0.0102207912367678
1554398,113,0.179811315922187
1554398,143,0.072374079968764
1554398,258,0.0680893812314744
1554398,260,0.0533501527690301
1554398,168,0.0253599907869744
1554398,24,0.0199140359476678
1554370,113,0.19146516280398
1554370,260,0.174030261845522
1554370,143,0.0172700943073786
1554370,140,0.0120360052348441
1554370,92,0.0110241818999866
1554370,131,0.00880340813303603
1554370,26,0.00846613368808352
1554368,113,0.160501738571811
1554368,260,0.130988160656739
1554368,198,0.0573030757808958
1554368,258,0.0551649022340444
1554368,249,0.0460237463788453
